ElementKey,ModelId,GlobalId,ExpressId,IfcClass,PropertyKind,PropertySet,PropertyName,SourceScope,ValueType,ValueText,ValueNumber,ValueBoolean,RawValue
nds-main-v01|1wP20oTBL5LfOo8HRG4hyK,nds-main-v01,1wP20oTBL5LfOo8HRG4hyK,6002,IfcBuildingElementProxy,Quantity,Qto_BuildingElementProxyQuantities,NetVolume,Occurrence,number,,23.999999999998,,23.999999999998
nds-main-v01|2Gzf93Eff7aQS4NCBJuxdF,nds-main-v01,2Gzf93Eff7aQS4NCBJuxdF,6011,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""EXISTING""]",,,"[""EXISTING""]"
nds-main-v01|2Gzf93Eff7aQS4NCBJuxdF,nds-main-v01,2Gzf93Eff7aQS4NCBJuxdF,6011,IfcBuildingElementProxy,Quantity,Qto_BuildingElementProxyQuantities,NetVolume,Occurrence,number,,24.999999999973,,24.999999999973
nds-main-v01|2SIIB0Zp5C2xpeLGU24WNu,nds-main-v01,2SIIB0Zp5C2xpeLGU24WNu,6020,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""EXISTING""]",,,"[""EXISTING""]"
nds-main-v01|2SIIB0Zp5C2xpeLGU24WNu,nds-main-v01,2SIIB0Zp5C2xpeLGU24WNu,6020,IfcBuildingElementProxy,Quantity,Qto_BuildingElementProxyQuantities,NetVolume,Occurrence,number,,23.9999999999979,,23.9999999999979
nds-main-v01|1DIrEH50jCAeNI5c3FCtpP,nds-main-v01,1DIrEH50jCAeNI5c3FCtpP,6029,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""EXISTING""]",,,"[""EXISTING""]"
nds-main-v01|1DIrEH50jCAeNI5c3FCtpP,nds-main-v01,1DIrEH50jCAeNI5c3FCtpP,6029,IfcBuildingElementProxy,Quantity,Qto_BuildingElementProxyQuantities,NetVolume,Occurrence,number,,19.2754674290408,,19.2754674290408
nds-main-v01|0SbZZ6DvX3CxmSvfr27n8d,nds-main-v01,0SbZZ6DvX3CxmSvfr27n8d,6038,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""EXISTING""]",,,"[""EXISTING""]"
nds-main-v01|0SbZZ6DvX3CxmSvfr27n8d,nds-main-v01,0SbZZ6DvX3CxmSvfr27n8d,6038,IfcBuildingElementProxy,Quantity,Qto_BuildingElementProxyQuantities,NetVolume,Occurrence,number,,16.800000000043,,16.800000000043
nds-main-v01|3FyIdw_ob6sfB$e1TnIXtz,nds-main-v01,3FyIdw_ob6sfB$e1TnIXtz,6056,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""EXISTING""]",,,"[""EXISTING""]"
