ElementKey,ModelId,GlobalId,ExpressId,IfcClass,Name,Description,ObjectType,PredefinedType,TypeName,Function,Block,Status,Phase,BuildingId,BuildingName,ArchicadId,Storey,StoreyCalculated,Materials,HasRepresentation
nds-main-kk-adjustment-v09|0bXGDRCorBQuycFLJmfiKg,nds-main-kk-adjustment-v09,0bXGDRCorBQuycFLJmfiKg,3744,IfcSpace,BYDLENÍ,,,,Bydlení,BYDLENÍ,B,Existing,Etapa 3,00tMo7QcxqWdIGvc4sMN2A,Building,B.3.11,0. Story,3,,True
nds-main-kk-adjustment-v09|3oOyhkxtn6x9q9caUHpC80,nds-main-kk-adjustment-v09,3oOyhkxtn6x9q9caUHpC80,3745,IfcSpace,BYDLENÍ,,,,Bydlení,BYDLENÍ,B,Existing,Etapa 3,00tMo7QcxqWdIGvc4sMN2A,Building,B.3.11,0. Story,2,,True
nds-main-kk-adjustment-v09|1V4RbldKv9IuYpoOjBWAGt,nds-main-kk-adjustment-v09,1V4RbldKv9IuYpoOjBWAGt,3752,IfcSpace,RETAIL,,,,Retail,RETAIL,D,Existing,Etapa 3,00tMo7QcxqWdIGvc4sMN2A,Building,D.3.1,0. Story,1,,True
nds-main-kk-adjustment-v09|2zoMggaFfBZf1x99nH5GGi,nds-main-kk-adjustment-v09,2zoMggaFfBZf1x99nH5GGi,3755,IfcSpace,BYDLENÍ,,,,Bydlení,BYDLENÍ,D,Existing,Etapa 3,00tMo7QcxqWdIGvc4sMN2A,Building,D.3.2,0. Story,1,,True
nds-main-kk-adjustment-v09|18eHZ7lJX8COxCTCtU0QvW,nds-main-kk-adjustment-v09,18eHZ7lJX8COxCTCtU0QvW,3758,IfcSpace,BYDLENÍ,,,,Bydlení,BYDLENÍ,B,Existing,Etapa 3,00tMo7QcxqWdIGvc4sMN2A,Building,B.3.3,0. Story,2,,True
nds-main-kk-adjustment-v09|3PO_Gv7UD7ugm6j7bGFooW,nds-main-kk-adjustment-v09,3PO_Gv7UD7ugm6j7bGFooW,3762,IfcSpace,BYDLENÍ,,,,Bydlení,BYDLENÍ,B,Existing,Etapa 3,00tMo7QcxqWdIGvc4sMN2A,Building,B.3.4,0. Story,2,,True
nds-main-kk-adjustment-v09|17FnJqtsv60gZhJuHwUvOM,nds-main-kk-adjustment-v09,17FnJqtsv60gZhJuHwUvOM,3761,IfcSpace,RETAIL,,,,Retail,RETAIL,D,Existing,Etapa 3,00tMo7QcxqWdIGvc4sMN2A,Building,D.3.3,0. Story,1,,True
nds-main-kk-adjustment-v09|2UupZNYPbDZvM3azkUYITk,nds-main-kk-adjustment-v09,2UupZNYPbDZvM3azkUYITk,3765,IfcSpace,BYDLENÍ,,,,Bydlení,BYDLENÍ,A,Existing,Etapa 3,00tMo7QcxqWdIGvc4sMN2A,Building,A.3.8,0. Story,2,,True
nds-main-kk-adjustment-v09|0lFol4qvD8iQmVoDfopnQ8,nds-main-kk-adjustment-v09,0lFol4qvD8iQmVoDfopnQ8,3771,IfcSpace,BYDLENÍ,,,,Bydlení,BYDLENÍ,A,Existing,Etapa 3,00tMo7QcxqWdIGvc4sMN2A,Building,A.3.6,0. Story,2,,True
nds-main-kk-adjustment-v09|1S9SpOjvf6IA6w5OofgzwB,nds-main-kk-adjustment-v09,1S9SpOjvf6IA6w5OofgzwB,3774,IfcSpace,BYDLENÍ,,,,Bydlení,BYDLENÍ,B,Existing,Etapa 3,00tMo7QcxqWdIGvc4sMN2A,Building,B.3.1,0. Story,2,,True
