ElementKey,ModelId,GlobalId,ExpressId,IfcClass,Name,Description,ObjectType,PredefinedType,TypeName,Function,Materials,HasRepresentation
nds-main-v01|03Sd9u5NTBDPd3UREZDIW$,nds-main-v01,03Sd9u5NTBDPd3UREZDIW$,7841,IfcBuildingElementProxy,H,,,NOTDEFINED,Glass,,Glass,True
nds-main-v01|0VeYlSYMr12fzowUPFD8qh,nds-main-v01,0VeYlSYMr12fzowUPFD8qh,7850,IfcBuildingElementProxy,H,,,NOTDEFINED,Glass,,Glass,True
nds-main-v01|2GwQ3SlFP2wBFnbtBB1$Qo,nds-main-v01,2GwQ3SlFP2wBFnbtBB1$Qo,7859,IfcBuildingElementProxy,K,,,NOTDEFINED,GENERIC - STRUCTURAL,,GENERIC - STRUCTURAL,True
nds-main-v01|3YWC6MvoHE89oSDyTXImhN,nds-main-v01,3YWC6MvoHE89oSDyTXImhN,7868,IfcBuildingElementProxy,F,,,NOTDEFINED,Glass,,Glass,True
nds-main-v01|1K8Ie5IGfFeQSgVJokdVi_,nds-main-v01,1K8Ie5IGfFeQSgVJokdVi_,7877,IfcBuildingElementProxy,I,,,NOTDEFINED,Glass,,Glass,True
nds-main-v01|0fMiIEC5X8oQ2XK3704uLP,nds-main-v01,0fMiIEC5X8oQ2XK3704uLP,7886,IfcBuildingElementProxy,H,,,NOTDEFINED,Glass,,Glass,True
nds-main-v01|2whLEH_mH0CeAYvpF1jd1u,nds-main-v01,2whLEH_mH0CeAYvpF1jd1u,7895,IfcBuildingElementProxy,F,,,NOTDEFINED,GENERIC - STRUCTURAL,,GENERIC - STRUCTURAL,True
nds-main-v01|0HzQwb35P1gf_PvjifGIUT,nds-main-v01,0HzQwb35P1gf_PvjifGIUT,7906,IfcBuildingElementProxy,E,,,NOTDEFINED,DŘEVO,,DŘEVO,True
nds-main-v01|2UN2MAEyIzCKzicd3LxmnK,nds-main-v01,2UN2MAEyIzCKzicd3LxmnK,12901,IfcVirtualElement,,,,,,,,False
nds-main-v01|3TUMJV51JscpOBJ8VqQuVq,nds-main-v01,3TUMJV51JscpOBJ8VqQuVq,12914,IfcVirtualElement,,,,,,,,False
nds-main-v01|3X2W72YDda5o1aTMs1wUCc,nds-main-v01,3X2W72YDda5o1aTMs1wUCc,12912,IfcVirtualElement,,,,,,,,False
nds-main-v01|2Nj2F7Ej3sCY7ijpM09te6,nds-main-v01,2Nj2F7Ej3sCY7ijpM09te6,12970,IfcVirtualElement,,,,,,,,False
nds-main-v01|0B596MwdmCLd3FpZE_Jtl$,nds-main-v01,0B596MwdmCLd3FpZE_Jtl$,12981,IfcVirtualElement,,,,,,,,False
nds-main-v01|3vQ6TO38DT6bOh6zad5Qim,nds-main-v01,3vQ6TO38DT6bOh6zad5Qim,12999,IfcVirtualElement,,,,,,,,False
nds-main-v01|27VKDusL36UX8MjUR6nu2_,nds-main-v01,27VKDusL36UX8MjUR6nu2_,13016,IfcVirtualElement,,,,,,,,False
nds-main-v01|3dzskfYUg3bVjVq5DfoGwn,nds-main-v01,3dzskfYUg3bVjVq5DfoGwn,13053,IfcVirtualElement,,,,,,,,False
nds-main-v01|1PnIv$zm18ZKo5YWHcA4SA,nds-main-v01,1PnIv$zm18ZKo5YWHcA4SA,13063,IfcVirtualElement,,,,,,,,False
nds-main-v01|0BHiZ4axWV$H0yZLlZJut3,nds-main-v01,0BHiZ4axWV$H0yZLlZJut3,13083,IfcVirtualElement,,,,,,,,False
nds-main-v01|2iys6vRW3MY1OFQesvbx9q,nds-main-v01,2iys6vRW3MY1OFQesvbx9q,13095,IfcVirtualElement,,,,,,,,False
nds-main-v01|1taGch1AXkJ4iA3BPwpfBs,nds-main-v01,1taGch1AXkJ4iA3BPwpfBs,13114,IfcVirtualElement,,,,,,,,False
